,business_id,caption,label,photo_id,class_names_label,path,image
148183,qgAZPDQStZP_Y5XTiQ6UqA,Bruschetta Board!,food,_5wZ23i9AFT3_wJqaDVMxA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5wZ23i9AFT3_wJqaDVMxA.jpg,"[[[231 223 200]
  [200 181 151]
  [209 181 141]
  ...
  [167 240 229]
  [184 236 232]
  [213 234 239]]

 [[244 237 218]
  [223 206 180]
  [211 187 151]
  ...
  [160 231 223]
  [175 225 224]
  [211 231 240]]

 [[226 223 206]
  [227 214 195]
  [217 197 170]
  ...
  [160 225 219]
  [174 219 222]
  [214 232 246]]

 ...

 [[ 40  36  27]
  [ 40  33  25]
  [ 38  31  23]
  ...
  [ 58  39  33]
  [ 58  39  33]
  [ 58  39  33]]

 [[ 37  33  24]
  [ 38  31  23]
  [ 36  29  19]
  ...
  [ 61  41  34]
  [ 61  41  34]
  [ 61  41  34]]

 [[ 36  29  21]
  [ 35  28  18]
  [ 33  26  16]
  ...
  [ 64  41  33]
  [ 64  41  33]
  [ 64  41  33]]]"
148269,0BIROzt7EigSCXrFZvfvow,,food,_8x-7UFGrya2F6UE342UUQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8x-7UFGrya2F6UE342UUQ.jpg,"[[[ 53  56  39]
  [ 25  27  13]
  [ 31  33  20]
  ...
  [ 46  48  35]
  [ 55  48  38]
  [ 64  49  42]]

 [[149 146 131]
  [ 80  77  62]
  [ 38  34  22]
  ...
  [ 50  48  36]
  [ 53  51  39]
  [ 59  52  44]]

 [[187 175 161]
  [178 166 152]
  [ 95  83  69]
  ...
  [ 55  48  42]
  [ 51  52  44]
  [ 54  57  46]]

 ...

 [[198 178 151]
  [201 181 154]
  [187 170 144]
  ...
  [  9  10  14]
  [  9   9  11]
  [ 11   6  10]]

 [[196 179 151]
  [197 177 150]
  [188 168 143]
  ...
  [ 10   9  14]
  [ 11   9  12]
  [ 12   7  11]]

 [[195 178 150]
  [192 175 147]
  [188 168 141]
  ...
  [ 11   8  15]
  [ 13   8  14]
  [ 13   8  12]]]"
148599,0WPXDs4ini3D7jpiy1Daqw,Now selling VioLife.,inside,_AUpMGwEYiGLo-oBakrIXw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_AUpMGwEYiGLo-oBakrIXw.jpg,"[[[ 36  31  25]
  [ 48  43  37]
  [ 22  19  12]
  ...
  [115  96  53]
  [ 76  59  31]
  [ 67  53  44]]

 [[ 35  30  24]
  [ 49  44  38]
  [ 23  20  13]
  ...
  [112  92  55]
  [ 70  50  25]
  [ 61  47  38]]

 [[ 33  28  22]
  [ 49  44  38]
  [ 23  20  13]
  ...
  [121 100  71]
  [ 83  61  40]
  [ 69  50  43]]

 ...

 [[ 34  28  16]
  [ 35  29  17]
  [ 31  24  14]
  ...
  [ 36  29  23]
  [ 48  39  32]
  [ 47  37  28]]

 [[ 35  27  16]
  [ 36  28  17]
  [ 31  25  13]
  ...
  [ 41  32  25]
  [ 56  46  36]
  [ 60  48  36]]

 [[ 36  27  20]
  [ 36  27  20]
  [ 30  23  15]
  ...
  [ 32  23  14]
  [ 49  37  25]
  [ 54  38  25]]]"
148948,-AliE9BXGQl8pIrdlpCOxQ,Reuben,food,AfapCZf_qOhDY6UBSFemlw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/AfapCZf_qOhDY6UBSFemlw.jpg,"[[[125 100  96]
  [184 159 155]
  [198 173 169]
  ...
  [220 205 202]
  [167 148 142]
  [128 108  97]]

 [[131 106 102]
  [175 150 146]
  [205 182 176]
  ...
  [211 204 198]
  [162 152 142]
  [115 103  87]]

 [[126 103  95]
  [174 151 143]
  [204 184 175]
  ...
  [213 218 211]
  [176 178 164]
  [118 117  99]]

 ...

 [[196 148 108]
  [192 143 102]
  [179 130  89]
  ...
  [217 210 204]
  [217 212 208]
  [220 215 212]]

 [[195 150 108]
  [193 146 104]
  [182 135  91]
  ...
  [213 206 200]
  [215 207 204]
  [215 210 206]]

 [[192 147 105]
  [189 144 102]
  [183 136  92]
  ...
  [210 203 197]
  [211 203 200]
  [211 206 202]]]"
149285,YSHLvvIOg5w7ON396yNmVA,"Crunchy, crispy potato filled hard shell homemade tacos!",food,_-kMVHjfOgsHHsofn9tuVA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_-kMVHjfOgsHHsofn9tuVA.jpg,"[[[  9  25  15]
  [ 76  86  77]
  [ 47  47  37]
  ...
  [ 50  60  62]
  [ 44  53  60]
  [ 38  47  52]]

 [[ 50  55  51]
  [ 70  71  65]
  [ 85  78  68]
  ...
  [ 58  61  66]
  [ 58  63  67]
  [ 54  59  62]]

 [[ 76  74  79]
  [ 67  61  61]
  [ 89  76  70]
  ...
  [ 78  75  86]
  [ 82  81  87]
  [ 78  79  83]]

 ...

 [[106  92  83]
  [ 99  85  74]
  [ 91  75  62]
  ...
  [ 31  26  20]
  [ 30  25  19]
  [ 29  24  18]]

 [[ 81  67  54]
  [ 83  66  56]
  [ 82  65  57]
  ...
  [ 28  23  17]
  [ 27  22  16]
  [ 26  21  15]]

 [[ 71  58  39]
  [ 73  60  43]
  [ 74  60  47]
  ...
  [ 16  11   5]
  [ 15  10   4]
  [ 14   9   3]]]"
149526,0q_BHpxbikVtPRRLRu-U0g,,inside,_C9K7S0qoI0iI8pDLKymCw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_C9K7S0qoI0iI8pDLKymCw.jpg,"[[[ 33  26  18]
  [ 40  31  24]
  [ 43  34  27]
  ...
  [ 66  52  43]
  [ 56  43  34]
  [ 45  32  23]]

 [[ 31  24  16]
  [ 37  28  21]
  [ 36  27  20]
  ...
  [ 58  44  35]
  [ 56  42  33]
  [ 52  39  30]]

 [[ 29  22  14]
  [ 35  26  19]
  [ 31  22  15]
  ...
  [ 50  36  27]
  [ 53  39  30]
  [ 55  42  33]]

 ...

 [[101  94  78]
  [ 60  60  52]
  [  0   2   2]
  ...
  [ 58  44  31]
  [106  90  77]
  [105  87  73]]

 [[114 112  91]
  [ 46  47  41]
  [  0   1   7]
  ...
  [114 101 108]
  [138 125 134]
  [125 109 119]]

 [[ 87  86  66]
  [ 31  33  30]
  [  6  10  21]
  ...
  [137 128 147]
  [134 124 148]
  [110  97 123]]]"
149773,pTZ4u-sEQr-yHq2Cl4EMEw,Roasted Spanish Octopus*,food,_c-MGJEwCawDmJpA78IPyA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_c-MGJEwCawDmJpA78IPyA.jpg,"[[[255 250 188]
  [253 241 181]
  [248 232 173]
  ...
  [170 133 106]
  [166 129 102]
  [163 128  98]]

 [[183 158 128]
  [157 130 101]
  [149 122  93]
  ...
  [154 118  84]
  [157 121  87]
  [159 123  87]]

 [[ 70  25  28]
  [ 60  18  20]
  [ 60  21  22]
  ...
  [177 146 100]
  [180 146 101]
  [182 145 100]]

 ...

 [[215 208 200]
  [217 210 202]
  [216 209 201]
  ...
  [178 147 116]
  [164 133 102]
  [170 139 108]]

 [[213 206 198]
  [215 208 200]
  [214 207 199]
  ...
  [180 149 118]
  [172 141 110]
  [182 151 120]]

 [[211 204 196]
  [213 206 198]
  [213 206 198]
  ...
  [150 119  88]
  [151 118  85]
  [166 133 100]]]"
150049,F09jtEb9KEph2L7Pbji5QQ,,drink,_1c6rbikn8tS6QJZFdNnbQ,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1c6rbikn8tS6QJZFdNnbQ.jpg,"[[[216 197 165]
  [218 199 167]
  [217 198 168]
  ...
  [159 156 137]
  [172 169 150]
  [183 182 162]]

 [[227 206 175]
  [228 209 177]
  [227 208 178]
  ...
  [150 147 128]
  [158 155 136]
  [164 163 143]]

 [[231 210 179]
  [234 213 182]
  [233 214 182]
  ...
  [150 147 128]
  [153 150 131]
  [152 151 131]]

 ...

 [[210 184 149]
  [206 180 147]
  [209 182 153]
  ...
  [154 101  69]
  [153 100  69]
  [155 101  73]]

 [[199 187 149]
  [209 196 161]
  [197 184 152]
  ...
  [151  98  67]
  [150  96  68]
  [151  97  71]]

 [[192 193 153]
  [177 179 140]
  [187 188 154]
  ...
  [149  95  67]
  [147  93  67]
  [147  93  67]]]"
150065,IDps0maWjUXIj7JBuhaZIw,Under the Sea,food,_4-1TjCJJKgePF6oINEhFg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_4-1TjCJJKgePF6oINEhFg.jpg,"[[[119  64  34]
  [117  63  35]
  [123  73  46]
  ...
  [108  62  26]
  [123  67  34]
  [142  76  44]]

 [[123  63  27]
  [121  62  28]
  [128  72  39]
  ...
  [128  86  46]
  [130  82  44]
  [139  80  46]]

 [[120  62  24]
  [117  61  24]
  [127  73  35]
  ...
  [134  91  49]
  [131  82  42]
  [136  80  43]]

 ...

 [[119  86  51]
  [101  66  36]
  [117  77  51]
  ...
  [ 98  62  30]
  [126  87  54]
  [135  95  60]]

 [[112  85  55]
  [ 98  68  42]
  [115  80  58]
  ...
  [ 95  52  17]
  [122  78  41]
  [131  86  45]]

 [[ 80  59  30]
  [ 70  46  22]
  [ 89  58  40]
  ...
  [ 89  47  22]
  [118  72  46]
  [126  79  49]]]"
150995,Uxm9N6jwmJybOv1NcBbnRw,,food,_9FAwacJcYNWb06UV5m0Hg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9FAwacJcYNWb06UV5m0Hg.jpg,"[[[ 63  44  12]
  [ 66  49  19]
  [ 82  66  41]
  ...
  [243 228 209]
  [251 238 221]
  [253 240 224]]

 [[ 61  44  14]
  [ 64  47  21]
  [ 77  61  38]
  ...
  [246 229 211]
  [237 221 205]
  [232 219 203]]

 [[ 57  40  14]
  [ 67  51  28]
  [ 76  61  42]
  ...
  [253 235 213]
  [248 231 211]
  [248 231 213]]

 ...

 [[ 24  11   2]
  [ 21   8   0]
  [ 15   5   0]
  ...
  [114  79  51]
  [ 97  60  31]
  [121  84  55]]

 [[ 20   7   1]
  [ 18   5   0]
  [ 15   1   0]
  ...
  [117  82  54]
  [ 98  63  33]
  [122  85  56]]

 [[ 19   5   4]
  [ 18   4   3]
  [ 17   3   2]
  ...
  [123  89  61]
  [103  68  38]
  [126  89  60]]]"
151290,EDcZRvERC22Cvw1yi4-VKg,Interior,inside,_aIjnUwnyoHtt69crxx2Ig,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_aIjnUwnyoHtt69crxx2Ig.jpg,"[[[ 30  32  27]
  [ 30  32  27]
  [ 29  31  28]
  ...
  [ 22  21  17]
  [ 22  21  19]
  [ 21  20  18]]

 [[ 31  33  28]
  [ 30  32  29]
  [ 28  30  27]
  ...
  [ 16  15  11]
  [ 16  15  13]
  [ 15  14  12]]

 [[ 22  24  21]
  [ 23  25  22]
  [ 24  26  23]
  ...
  [ 16  15  13]
  [ 15  14  12]
  [ 14  13  11]]

 ...

 [[ 74  69  65]
  [ 84  79  75]
  [ 75  70  66]
  ...
  [116 107 102]
  [114 105 100]
  [113 102  98]]

 [[ 76  68  65]
  [ 84  79  75]
  [ 69  64  60]
  ...
  [118 109 104]
  [115 106 101]
  [114 103  99]]

 [[ 76  68  65]
  [ 85  77  74]
  [ 62  57  53]
  ...
  [119 110 105]
  [117 108 103]
  [116 105 101]]]"
151385,EqDPh81h0giWRO4FxskP9A,,food,_9gNgHVjOSW_QFhBTBZPRw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9gNgHVjOSW_QFhBTBZPRw.jpg,"[[[26 26 24]
  [26 26 24]
  [26 26 24]
  ...
  [36 36 34]
  [36 36 34]
  [36 36 34]]

 [[26 26 24]
  [26 26 24]
  [26 26 24]
  ...
  [36 36 34]
  [36 36 34]
  [36 36 34]]

 [[26 26 24]
  [26 26 24]
  [26 26 24]
  ...
  [36 36 34]
  [36 36 34]
  [36 36 34]]

 ...

 [[42 26 13]
  [43 27 14]
  [43 27 14]
  ...
  [58 45 29]
  [60 44 29]
  [58 42 26]]

 [[34 22  8]
  [35 23  9]
  [35 23  9]
  ...
  [54 42 30]
  [55 43 29]
  [56 44 30]]

 [[30 21  6]
  [30 21  6]
  [30 21  6]
  ...
  [37 27 17]
  [40 30 20]
  [43 33 21]]]"
151457,yZAGhlsrmupLbrgdKm6reg,,inside,_cfJO-JDhT-qSpFByKCujw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_cfJO-JDhT-qSpFByKCujw.jpg,"[[[98 73 69]
  [80 51 43]
  [64 34 24]
  ...
  [82 68 55]
  [76 62 49]
  [79 65 52]]

 [[85 72 63]
  [65 47 33]
  [55 32 18]
  ...
  [74 60 47]
  [72 58 45]
  [74 60 49]]

 [[79 72 56]
  [57 41 25]
  [46 27 10]
  ...
  [79 65 54]
  [80 66 55]
  [81 67 56]]

 ...

 [[52 53 37]
  [69 66 47]
  [65 57 36]
  ...
  [30 21 16]
  [43 34 27]
  [60 51 42]]

 [[62 61 41]
  [77 72 52]
  [75 69 45]
  ...
  [13  8  4]
  [15 10  4]
  [19 12  4]]

 [[75 73 50]
  [80 75 53]
  [74 68 44]
  ...
  [33 29 26]
  [30 27 22]
  [26 23 16]]]"
151504,5ie-dY4FWa_w7MkU01YvzQ,,inside,_D0GS3LeCBBZ87pl8aQCug,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_D0GS3LeCBBZ87pl8aQCug.jpg,"[[[124 120 108]
  [104 102  90]
  [ 88  88  78]
  ...
  [133 138 141]
  [130 138 140]
  [129 137 140]]

 [[131 125 113]
  [169 163 151]
  [153 147 135]
  ...
  [127 135 137]
  [126 134 136]
  [125 133 135]]

 [[ 72  68  59]
  [ 75  71  62]
  [102  95  85]
  ...
  [125 133 135]
  [124 132 134]
  [123 131 133]]

 ...

 [[165 102  49]
  [166 105  42]
  [195 132  63]
  ...
  [214 199 176]
  [212 197 176]
  [210 195 174]]

 [[161  95  45]
  [171 106  48]
  [203 139  75]
  ...
  [211 195 172]
  [209 194 171]
  [207 192 171]]

 [[157  91  43]
  [162  97  41]
  [189 125  64]
  ...
  [207 191 168]
  [205 190 167]
  [204 189 168]]]"
151744,7Ym8NVxTO9b1FLGeWGp_Fg,Duck leg before the foam came,food,_Agoa_Onf0wv63pNTvrVDA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Agoa_Onf0wv63pNTvrVDA.jpg,"[[[ 97  64  71]
  [ 98  63  69]
  [103  62  66]
  ...
  [ 44  31  38]
  [ 32  37  40]
  [ 20  34  34]]

 [[105  74  80]
  [103  71  76]
  [105  66  69]
  ...
  [ 36  24  26]
  [ 26  30  29]
  [ 23  35  31]]

 [[104  75  79]
  [102  71  76]
  [104  70  71]
  ...
  [ 63  44  40]
  [ 45  37  34]
  [ 34  35  29]]

 ...

 [[181 139 141]
  [182 140 142]
  [175 133 134]
  ...
  [160 114 114]
  [184 138 138]
  [176 130 130]]

 [[177 135 137]
  [179 137 139]
  [177 135 136]
  ...
  [173 125 123]
  [183 135 135]
  [171 125 125]]

 [[172 130 132]
  [175 133 135]
  [178 136 137]
  ...
  [193 145 143]
  [186 138 136]
  [176 128 128]]]"
151763,EEIz44ewHhOKmfTloAK13g,Some starters to start the evening with!,food,_8GVl492zkU6sK255uynvw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8GVl492zkU6sK255uynvw.jpg,"[[[36 37 39]
  [37 38 40]
  [40 40 42]
  ...
  [21 23 22]
  [21 23 22]
  [21 21 21]]

 [[35 36 38]
  [38 39 41]
  [40 40 42]
  ...
  [21 23 22]
  [20 22 21]
  [21 21 21]]

 [[35 36 38]
  [40 41 43]
  [40 40 42]
  ...
  [21 23 22]
  [20 22 21]
  [21 21 21]]

 ...

 [[38 41 48]
  [35 38 45]
  [31 34 41]
  ...
  [16 16 18]
  [16 16 18]
  [16 16 18]]

 [[34 39 45]
  [31 36 42]
  [27 32 38]
  ...
  [16 16 18]
  [16 16 18]
  [16 16 18]]

 [[31 36 42]
  [28 33 39]
  [24 29 35]
  ...
  [16 16 18]
  [16 16 18]
  [16 16 18]]]"
151782,55Xfg68u5Xpb69Wuo5j5lg,,drink,_BhBSV2uqRx79rWcM2I-Tw,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BhBSV2uqRx79rWcM2I-Tw.jpg,"[[[ 85  73  87]
  [ 52  44  59]
  [ 65  58  76]
  ...
  [ 34  33  31]
  [ 46  45  43]
  [ 60  58  59]]

 [[ 65  55  63]
  [ 62  54  67]
  [ 60  55  75]
  ...
  [ 31  30  28]
  [ 41  39  40]
  [ 52  50  51]]

 [[ 85  80  76]
  [ 92  87  94]
  [ 60  55  78]
  ...
  [ 33  31  32]
  [ 40  38  39]
  [ 48  46  47]]

 ...

 [[204 206 221]
  [205 207 222]
  [191 190 206]
  ...
  [ 70  65  71]
  [ 56  50  52]
  [ 44  36  34]]

 [[206 207 225]
  [207 208 226]
  [195 194 212]
  ...
  [ 65  60  66]
  [ 54  48  50]
  [ 43  35  33]]

 [[206 207 225]
  [208 209 227]
  [200 199 217]
  ...
  [ 60  55  61]
  [ 50  44  44]
  [ 43  35  33]]]"
151796,2weQS-RnoOBhb1KsHKyoSQ,,drink,YdLDrQDMgOia8Abk6BhGmg,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/YdLDrQDMgOia8Abk6BhGmg.jpg,"[[[145 109  49]
  [154 118  58]
  [152 113  54]
  ...
  [250 209 163]
  [254 210 165]
  [255 211 159]]

 [[142 113  57]
  [149 120  64]
  [146 115  58]
  ...
  [235 196 153]
  [241 198 155]
  [244 200 151]]

 [[124 104  53]
  [136 116  65]
  [142 121  66]
  ...
  [175 138  96]
  [195 156 113]
  [217 176 130]]

 ...

 [[217 168 102]
  [214 165  99]
  [208 157  92]
  ...
  [247 193 129]
  [246 192 128]
  [244 190 126]]

 [[218 168  99]
  [219 166  98]
  [216 163  95]
  ...
  [241 190 127]
  [239 188 125]
  [238 187 122]]

 [[222 167 100]
  [221 167  97]
  [223 169  99]
  ...
  [237 186 123]
  [236 185 122]
  [234 183 120]]]"
151855,P6O50VeFlBIJpP0QPYsXbQ,"4/20/18 Guy Savoy: 36 Month Comte, Pearl Onion, Comte Crostini, Buckwheat Crouton, Comte Mousse, Onion Broth",food,_3TwxeBUTGpeas446xQ4Cg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3TwxeBUTGpeas446xQ4Cg.jpg,"[[[151 152 146]
  [155 156 150]
  [162 163 157]
  ...
  [196 197 202]
  [191 192 197]
  [186 187 192]]

 [[155 156 150]
  [159 160 154]
  [166 167 161]
  ...
  [198 199 204]
  [193 194 199]
  [188 189 194]]

 [[158 159 153]
  [163 164 159]
  [169 170 165]
  ...
  [200 201 206]
  [195 196 201]
  [190 191 196]]

 ...

 [[165 162 157]
  [169 166 161]
  [174 171 166]
  ...
  [175 171 168]
  [169 165 162]
  [164 161 156]]

 [[161 158 153]
  [166 163 158]
  [170 167 162]
  ...
  [172 168 165]
  [167 163 160]
  [162 159 154]]

 [[158 155 150]
  [163 160 155]
  [168 165 160]
  ...
  [171 167 164]
  [165 161 158]
  [160 157 152]]]"
152032,RKVYQ00LvK0_FO6Ll7lvOg,,food,_2SuhRfn4QQ0AA-ARQtoPA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_2SuhRfn4QQ0AA-ARQtoPA.jpg,"[[[ 56  19  10]
  [ 68  35  28]
  [ 74  51  45]
  ...
  [ 21  22  26]
  [ 22  26  29]
  [ 25  28  33]]

 [[ 77  50  41]
  [ 74  51  43]
  [ 59  41  37]
  ...
  [ 16  20  23]
  [ 18  22  25]
  [ 21  24  29]]

 [[ 57  44  36]
  [ 50  41  34]
  [ 34  26  23]
  ...
  [ 14  18  21]
  [ 16  19  24]
  [ 18  21  26]]

 ...

 [[248 251 255]
  [109 106 101]
  [ 33  16   0]
  ...
  [ 31  26  22]
  [ 39  32  26]
  [ 45  36  29]]

 [[151 148 155]
  [ 40  29  23]
  [ 89  64  44]
  ...
  [112 108 105]
  [ 75  71  68]
  [ 50  49  45]]

 [[ 65  55  54]
  [ 54  37  29]
  [104  77  60]
  ...
  [163 162 160]
  [ 96  96  94]
  [ 58  60  59]]]"
152114,aV-f_elvNoDG-yC6XJ5NKg,,inside,_D7eJJu15tnN6QE2A85lAQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_D7eJJu15tnN6QE2A85lAQ.jpg,"[[[ 71  30  24]
  [ 71  30  24]
  [ 71  30  24]
  ...
  [176 166 154]
  [187 183 172]
  [192 187 165]]

 [[ 74  33  27]
  [ 74  33  27]
  [ 74  33  27]
  ...
  [185 177 164]
  [187 183 172]
  [199 194 172]]

 [[ 75  34  28]
  [ 74  33  27]
  [ 74  33  27]
  ...
  [183 177 163]
  [174 172 160]
  [201 201 177]]

 ...

 [[ 12   8   7]
  [ 15  11  10]
  [ 24  19  16]
  ...
  [ 29  30  32]
  [ 35  35  35]
  [ 92  91  87]]

 [[ 14  14  12]
  [ 13  13  11]
  [ 18  17  13]
  ...
  [ 27  28  32]
  [ 31  31  31]
  [ 83  83  81]]

 [[ 15  17  14]
  [  9  11   8]
  [ 10  11   6]
  ...
  [ 25  28  33]
  [ 26  26  28]
  [ 75  75  75]]]"
152164,XgsIf7s2zM-cC29WUD-NZQ,,inside,_aH0cjD7lsm5rDUtDWJLgA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_aH0cjD7lsm5rDUtDWJLgA.jpg,"[[[ 45  41  38]
  [ 46  42  39]
  [ 47  43  40]
  ...
  [ 29  26  21]
  [ 30  25  21]
  [ 30  25  22]]

 [[ 42  38  35]
  [ 43  39  36]
  [ 44  40  37]
  ...
  [ 29  23  25]
  [ 29  23  27]
  [ 29  23  27]]

 [[ 38  34  31]
  [ 39  35  32]
  [ 40  36  33]
  ...
  [ 28  22  24]
  [ 28  22  24]
  [ 28  22  24]]

 ...

 [[ 71  57  54]
  [ 83  69  66]
  [ 92  78  75]
  ...
  [ 14  14  12]
  [ 13  13  11]
  [ 12  12  10]]

 [[102  87  84]
  [113  98  95]
  [108  93  90]
  ...
  [ 12  12  10]
  [ 12  12  10]
  [ 11  11   9]]

 [[145 127 123]
  [162 144 140]
  [145 130 125]
  ...
  [ 10  10   8]
  [ 11  11   9]
  [ 11  11   9]]]"
152562,KtCge3kv2ORW6vtDAUHLJw,Perfectly cooked grilled octopus,food,__CO6Mqzivn5NYAV0Obk2Q,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__CO6Mqzivn5NYAV0Obk2Q.jpg,"[[[  0   1   6]
  [  1   2   7]
  [  3   4   9]
  ...
  [ 13  17  26]
  [ 15  19  28]
  [ 18  21  30]]

 [[  0   0   5]
  [  0   1   6]
  [  3   4   9]
  ...
  [ 13  17  26]
  [ 15  19  28]
  [ 16  20  29]]

 [[  0   1   6]
  [  0   0   5]
  [  1   2   7]
  ...
  [ 12  19  25]
  [ 13  20  26]
  [ 14  21  27]]

 ...

 [[ 43  56  73]
  [ 30  43  60]
  [ 16  29  45]
  ...
  [ 70  94 118]
  [ 70  94 118]
  [ 70  94 118]]

 [[ 14  29  48]
  [ 32  47  66]
  [ 30  46  62]
  ...
  [ 74  96 119]
  [ 74  96 119]
  [ 71  96 118]]

 [[ 23  40  58]
  [ 19  36  54]
  [  9  26  44]
  ...
  [ 75  97 120]
  [ 75  97 120]
  [ 74  96 119]]]"
153209,lv5Bnqlt93NnvNJ2oNcQ8Q,,drink,_Anefg7j1Y6-O9yCM-O0vg,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Anefg7j1Y6-O9yCM-O0vg.jpg,"[[[  9  10   5]
  [  6   7   2]
  [  4   5   0]
  ...
  [  7   7   5]
  [ 14  13  11]
  [ 19  18  14]]

 [[  8   9   4]
  [  5   6   1]
  [  5   6   1]
  ...
  [  9   9   7]
  [ 13  12  10]
  [ 15  14  10]]

 [[  9  10   5]
  [  5   6   1]
  [  7   8   3]
  ...
  [ 10  10   8]
  [ 10  10   8]
  [  9   8   4]]

 ...

 [[ 42 143 161]
  [ 43 147 156]
  [ 32 144 145]
  ...
  [111 205 207]
  [108 204 203]
  [103 201 200]]

 [[ 63 175 187]
  [ 73 171 180]
  [ 50 141 144]
  ...
  [114 203 207]
  [113 202 206]
  [111 200 204]]

 [[ 70 166 182]
  [ 90 164 177]
  [ 97 160 169]
  ...
  [120 200 209]
  [120 198 208]
  [119 197 207]]]"
153363,zyPGYeXF4XKCqNN1pjFWhg,"The Italian Greyhound. If you want something refreshing that's not to sweet, this is the way to go.",drink,_CuJ8FzazO37zcY8ZL5-2w,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CuJ8FzazO37zcY8ZL5-2w.jpg,"[[[37 30 12]
  [38 29 12]
  [35 26  9]
  ...
  [33 22 16]
  [21 12  5]
  [12  3  0]]

 [[42 33 18]
  [40 31 16]
  [34 25 10]
  ...
  [27 16 10]
  [17  8  3]
  [ 9  2  0]]

 [[34 25 10]
  [35 26 11]
  [33 24  9]
  ...
  [18 10  7]
  [11  6  2]
  [ 8  3  0]]

 ...

 [[70 39 11]
  [71 40 12]
  [68 34  7]
  ...
  [58 28  4]
  [70 39 11]
  [82 48 20]]

 [[65 38 11]
  [71 44 17]
  [75 45 21]
  ...
  [68 36 11]
  [79 45 18]
  [87 52 22]]

 [[73 47 22]
  [76 50 25]
  [74 46 24]
  ...
  [79 47 22]
  [87 52 24]
  [91 54 25]]]"
153941,qVbZ_VrZEGJKJg9ZpkGzjw,"Sooo Cali - Wild Arugula, Avocado, Tomato, Crispy Onions, Spicy Basil Aioli",food,_a02XKkM7Qj4OE6rrgZw3g,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_a02XKkM7Qj4OE6rrgZw3g.jpg,"[[[158 152 140]
  [159 153 141]
  [159 153 141]
  ...
  [156 140 115]
  [160 149 129]
  [157 150 132]]

 [[164 151 134]
  [161 148 131]
  [158 145 128]
  ...
  [164 148 123]
  [162 151 131]
  [157 150 132]]

 [[168 144 118]
  [165 141 115]
  [163 139 113]
  ...
  [157 140 114]
  [156 144 122]
  [156 147 130]]

 ...

 [[195 156 113]
  [197 159 114]
  [196 158 113]
  ...
  [137 129 116]
  [135 129 117]
  [135 129 117]]

 [[193 154 111]
  [195 156 113]
  [194 156 111]
  ...
  [136 130 118]
  [133 127 115]
  [131 125 113]]

 [[190 151 108]
  [192 153 110]
  [192 154 109]
  ...
  [147 137 125]
  [146 136 124]
  [144 135 120]]]"
